County_Name,County_GDP_PCT_Change_in_2018
Kenosha,-0.6
Kewaunee,-4.9
La Crosse,2.8
Lafayette,1.8
Langlade,-3.6
Lincoln,2
Manitowoc,-0.7
Marathon,2.3
Marinette,2.6
Marquette,8.8
Menominee,2.6
Milwaukee,1.9
Monroe,11.7
Oconto,-8.7
Oneida,2
Outagamie,2.1
Ozaukee,1.5
Pepin,14.7
Pierce,7.2
Polk,5.1
Portage,-0.3
Price,-3.7
Racine,3
Richland,0.9
Rock,5.7
Rusk,-4.2
St. Croix,4.7
Sauk,4.1
Sawyer,4
Shawano,-7.3
Sheboygan,1.2
Taylor,0.6
Trempealeau,8.3
Vernon,-1.4
Vilas,1.5
Walworth,3.5
Washburn,-0.5
Washington,2.4
Waukesha,3.2
Waupaca,-1
Waushara,-0.3
Winnebago,1.6
Wood,2.8
Albany,-6
Big Horn,1.6
Campbell,-2.6
Carbon,0.3
Converse,16.3
Crook,14.9
Fremont,-0.8
Goshen,2
Hot Springs,2
Johnson,-5.2
Laramie,0.8
Lincoln,1.6
Natrona,3.2
Niobrara,18.3
Park,1.3
Platte,-4.7
Sheridan,2.6
Sublette,-14.4
Sweetwater,-3.1
Teton,4.2
Uinta,0.2
Washakie,1.2
Weston,3.2
